GeneID	Chr	Start	End	Strand	Length
ENSG00000225267.1	chr21	30263380	30263881	-	502
ENSG00000188694.5	chr21	30281309	30282958	-	1650
ENSG00000232263.1	chr21	30289145	30289514	-	370
ENSG00000197683.4	chr21	30319124	30320316	-	1193
ENSG00000206107.2	chr21	30337013	30337694	-	682
ENSG00000186980.6	chr21	30348399	30348609	-	211
ENSG00000250973.1	chr21	30356515	30356885	-	371
ENSG00000182816.8	chr21	30371391	30372257	-	867
ENSG00000265007.1	chr21	30375294	30375378	-	85
ENSG00000198390.4	chr21	30396074	30396822	+	749
ENSG00000240432.3	chr21	30425265	30425968	-	704
ENSG00000186971.3	chr21	30430230	30431026	+	797
ENSG00000233640.2	chr21	30436466	30436964	-	499
ENSG00000186970.4	chr21	30440275	30440945	+	671
ENSG00000184351.7	chr21	30479699	30480344	-	646
ENSG00000186965.4	chr21	30487057	30487436	-	380
ENSG00000244025.4	chr21	30491464	30491985	-	522
ENSG00000186967.6	chr21	30496824	30497133	-	310
ENSG00000186977.2	chr21	30501657	30502117	-	461
ENSG00000237841.1	chr21	30510307	30510497	-	191
ENSG00000235312.1	chr21	30514613	30514799	-	187
ENSG00000218125.1	chr21	30526546	30526701	-	156
ENSG00000236612.1	chr21	30537278	30537381	-	104
ENSG00000186925.6	chr21	30541535	30541864	-	330
ENSG00000244362.3	chr21	30560875	30561314	-	440
ENSG00000206106.2	chr21	30590105	30590397	-	293
ENSG00000212938.3	chr21	30592440	30593075	+	636
ENSG00000186930.4	chr21	30598590	30598902	-	313
ENSG00000186924.3	chr21	30601087	30601382	+	296
ENSG00000184724.5	chr21	30613431	30613930	-	500
ENSG00000244624.3	chr21	30616425	30616699	+	275
ENSG00000206105.2	chr21	30620627	30620850	+	224
ENSG00000184032.2	chr21	30635236	30635619	+	384
ENSG00000206104.2	chr21	30642864	30643136	+	273
ENSG00000231068.1	chr21	30718525	30718777	-	253
ENSG00000236400.1	chr21	30741780	30742595	-	816
ENSG00000187026.2	chr21	30746794	30747233	-	440
ENSG00000187005.4	chr21	30754830	30755428	-	599
ENSG00000238257.1	chr21	30762682	30762882	-	201
ENSG00000233036.1	chr21	30802242	30802427	-	186
ENSG00000227840.1	chr21	30806932	30807119	-	188
ENSG00000183640.5	chr21	30812697	30813252	-	556
ENSG00000274749.1	chr21	30829039	30829759	-	721
ENSG00000182591.5	chr21	30880644	30881555	-	912
ENSG00000206102.2	chr21	31038159	31038476	-	318
ENSG00000228941.1	chr21	31060600	31063168	-	2569
ENSG00000156299.13	chr21	31118416	31559977	-	441562
ENSG00000237325.3	chr21	31452466	31453223	+	758
ENSG00000237594.2	chr21	31559245	31560487	+	1243
ENSG00000230870.2	chr21	31627127	31628600	-	1474
ENSG00000234509.1	chr21	31653593	31659500	-	5908
ENSG00000142168.14	chr21	31659622	31668931	+	9310
ENSG00000238390.1	chr21	31664306	31664482	+	177
ENSG00000273271.1	chr21	31666728	31667247	-	520
ENSG00000156304.14	chr21	31671033	31732075	-	61043
ENSG00000229046.1	chr21	31706555	31706864	+	310
ENSG00000273091.1	chr21	31735732	31736407	+	676
ENSG00000234107.1	chr21	31840341	31840858	+	518
ENSG00000142149.8	chr21	31873315	32044633	+	171319
ENSG00000237138.1	chr21	32020966	32021782	-	817
ENSG00000230323.5	chr21	32080316	32197813	-	117498
ENSG00000261610.1	chr21	32259804	32261585	-	1782
ENSG00000159055.3	chr21	32268219	32279069	-	10851
ENSG00000227256.1	chr21	32277863	32280988	+	3126
ENSG00000170262.12	chr21	32291813	32314784	+	22972
ENSG00000232623.1	chr21	32306464	32308737	-	2274
ENSG00000142207.6	chr21	32311018	32393026	-	82009
ENSG00000200792.1	chr21	32377187	32377322	-	136
ENSG00000256073.3	chr21	32393130	32393960	+	831
ENSG00000166979.12	chr21	32412006	32515397	+	103392
ENSG00000229007.1	chr21	32496812	32497311	+	500
ENSG00000252045.1	chr21	32538299	32538434	+	136
ENSG00000252950.1	chr21	32563075	32563210	+	136
ENSG00000186842.4	chr21	32572238	32575881	-	3644
ENSG00000242220.6	chr21	32574841	32587373	-	12533
ENSG00000265590.9	chr21	32578822	32612281	-	33460
ENSG00000159079.18	chr21	32592079	32612866	-	20788
ENSG00000228433.2	chr21	32621084	32622083	+	1000
ENSG00000238220.1	chr21	32624416	32625096	-	681
ENSG00000159082.17	chr21	32628759	32728048	-	99290
ENSG00000238197.5	chr21	32728115	32743122	+	15008
ENSG00000159086.14	chr21	32733899	32771858	-	37960
ENSG00000205930.8	chr21	32772100	32893735	+	121636
ENSG00000279690.1	chr21	32790673	32791504	-	832
ENSG00000205929.10	chr21	32793564	32813743	-	20180
ENSG00000224427.1	chr21	32841496	32841811	-	316
ENSG00000207098.1	chr21	32841861	32841995	-	135
ENSG00000232360.1	chr21	32844367	32849934	-	5568
ENSG00000227757.3	chr21	32913649	33071104	-	157456
ENSG00000228961.1	chr21	32958888	32960566	+	1679
ENSG00000205927.4	chr21	33025845	33029196	+	3352
ENSG00000232539.1	chr21	33057829	33064983	+	7155
ENSG00000184221.12	chr21	33070144	33072420	+	2277
ENSG00000226527.1	chr21	33111699	33123703	-	12005
ENSG00000226433.1	chr21	33156632	33159110	+	2479
ENSG00000229086.4	chr21	33165470	33170649	-	5180
ENSG00000159110.19	chr21	33229901	33265675	+	35775
ENSG00000249624.9	chr21	33229901	33297160	+	67260
ENSG00000223799.1	chr21	33263873	33266260	-	2388
ENSG00000243646.9	chr21	33266358	33310187	+	43830
ENSG00000142166.12	chr21	33324477	33359862	+	35386
ENSG00000226501.2	chr21	33334571	33335096	+	526
ENSG00000159128.14	chr21	33402896	33479348	+	76453
ENSG00000142188.16	chr21	33432485	33480011	-	47527
ENSG00000215088.3	chr21	33481580	33482195	-	616
ENSG00000231355.1	chr21	33482499	33484258	-	1760
ENSG00000177692.11	chr21	33485530	33491720	-	6191
ENSG00000159131.16	chr21	33503931	33543491	-	39561
ENSG00000233956.1	chr21	33518610	33519108	-	499
ENSG00000159140.19	chr21	33542618	33577481	+	34864
ENSG00000284448.1	chr21	33550662	33550728	+	67
ENSG00000159147.17	chr21	33559542	33588708	-	29167
ENSG00000249209.2	chr21	33584687	33931607	-	346921
ENSG00000205758.11	chr21	33589341	33643926	-	54586
ENSG00000205726.14	chr21	33642400	33899861	+	257462
ENSG00000241837.6	chr21	33903453	33915980	-	12528
ENSG00000237945.7	chr21	33915534	33977691	+	62158
ENSG00000244294.3	chr21	33918995	33919338	-	344
ENSG00000273102.1	chr21	33967101	33968573	-	1473
ENSG00000243927.5	chr21	34073224	34143034	+	69811
ENSG00000198743.6	chr21	34073570	34106262	+	32693
ENSG00000272657.1	chr21	34073592	34360033	+	286442
ENSG00000224598.1	chr21	34135432	34136071	-	640
ENSG00000227456.7	chr21	34157724	34190244	+	32521
ENSG00000214955.5	chr21	34205055	34325034	+	119980
ENSG00000159197.3	chr21	34364024	34371389	+	7366
ENSG00000225555.1	chr21	34370802	34375348	-	4547
ENSG00000205670.10	chr21	34375480	34407866	+	32387
ENSG00000222018.1	chr21	34400317	34401072	-	756
ENSG00000273104.1	chr21	34412200	34412587	+	388
ENSG00000243627.4	chr21	34418715	34423966	-	5252
ENSG00000272958.1	chr21	34425508	34426017	+	510
ENSG00000180509.11	chr21	34446688	34512275	-	65588
ENSG00000221398.1	chr21	34456110	34456237	-	128
ENSG00000159200.17	chr21	34513142	34615142	-	102001
ENSG00000159212.12	chr21	34669389	34718227	+	48839
ENSG00000230978.1	chr21	34723807	34737181	-	13375
ENSG00000234380.1	chr21	34745757	34784886	+	39130
ENSG00000159216.18	chr21	34787801	36004667	-	1216867
ENSG00000234703.1	chr21	35136638	35139222	+	2585
ENSG00000223671.2	chr21	35472095	35472432	-	338
ENSG00000231300.1	chr21	35599732	35600022	-	291
ENSG00000230794.1	chr21	35713139	35732942	-	19804
ENSG00000211590.1	chr21	35720715	35720808	+	94
ENSG00000229761.1	chr21	35724747	35725100	-	354
ENSG00000234008.5	chr21	35887195	35887807	+	613
ENSG00000231106.2	chr21	36005338	36007838	+	2501
ENSG00000214914.3	chr21	36016079	36016546	-	468
ENSG00000185917.13	chr21	36034541	36079389	-	44849
ENSG00000189089.5	chr21	36050214	36051377	+	1164
ENSG00000236677.1	chr21	36060432	36064408	+	3977
ENSG00000200213.1	chr21	36066545	36066652	+	108
ENSG00000230212.6	chr21	36069642	36126640	-	56999
ENSG00000159228.12	chr21	36069941	36073166	+	3226
ENSG00000236119.1	chr21	36082859	36090414	+	7556
ENSG00000233393.1	chr21	36104881	36109690	+	4810
ENSG00000226054.2	chr21	36130489	36131376	+	888
ENSG00000236830.6	chr21	36131767	36175815	-	44049
ENSG00000214889.3	chr21	36132450	36133032	+	583
ENSG00000159231.5	chr21	36134912	36146566	+	11655
ENSG00000142197.12	chr21	36156782	36294274	+	137493
ENSG00000228149.1	chr21	36168970	36170180	-	1211
ENSG00000214867.3	chr21	36295173	36295702	-	530
ENSG00000273199.1	chr21	36319792	36320670	-	879
ENSG00000159256.12	chr21	36320189	36386148	+	65960
ENSG00000228107.1	chr21	36360630	36362040	+	1411
ENSG00000159259.7	chr21	36385378	36419015	+	33638
ENSG00000224421.1	chr21	36388878	36389112	-	235
ENSG00000230479.1	chr21	36430360	36481070	+	50711
ENSG00000233818.1	chr21	36445731	36532408	+	86678
ENSG00000159261.10	chr21	36460621	36576569	-	115949
ENSG00000279365.1	chr21	36485867	36487760	+	1894
ENSG00000223741.1	chr21	36485983	36487411	-	1429
ENSG00000231324.1	chr21	36632681	36637033	-	4353
ENSG00000224269.1	chr21	36698773	36701564	-	2792
ENSG00000159263.15	chr21	36699133	36749917	+	50785
ENSG00000159267.14	chr21	36750888	36990236	-	239349
ENSG00000237646.1	chr21	36803984	36806284	-	2301
ENSG00000199806.1	chr21	36851911	36852028	+	118
ENSG00000270652.1	chr21	36943267	36944125	+	859
ENSG00000224790.2	chr21	36966492	36975164	+	8673
ENSG00000207416.1	chr21	36986739	36986851	-	113
ENSG00000215734.3	chr21	36994643	36995075	+	433
ENSG00000183145.8	chr21	37006150	37019659	+	13510
ENSG00000212136.1	chr21	37045530	37045636	+	107
ENSG00000185808.13	chr21	37059170	37073170	-	14001
ENSG00000182670.13	chr21	37073226	37203112	+	129887
ENSG00000270116.1	chr21	37100814	37101343	+	530
ENSG00000228677.1	chr21	37187666	37193926	-	6261
ENSG00000230366.9	chr21	37208503	37221736	+	13234
ENSG00000263969.2	chr21	37215605	37215903	+	299
ENSG00000242553.1	chr21	37221419	37237744	+	16326
ENSG00000157538.13	chr21	37223420	37267919	-	44500
ENSG00000272948.2	chr21	37267784	37268497	+	714
ENSG00000273210.1	chr21	37365477	37365932	-	456
ENSG00000157540.20	chr21	37365573	37526358	+	160786
ENSG00000157542.10	chr21	37607376	38121345	-	513970
ENSG00000233213.1	chr21	37717102	37719569	-	2468
ENSG00000184029.9	chr21	37951425	38121360	-	169936
ENSG00000223608.1	chr21	38006544	38010618	-	4075
ENSG00000198054.12	chr21	38121451	38156511	+	35061
ENSG00000157551.18	chr21	38155549	38307357	+	151809
ENSG00000270835.2	chr21	38204141	38206080	-	1940
ENSG00000233316.4	chr21	38206156	38208644	+	2489
ENSG00000226012.1	chr21	38237217	38238201	-	985
ENSG00000231123.1	chr21	38238227	38238664	-	438
ENSG00000231231.5	chr21	38323635	38333421	-	9787
ENSG00000157554.18	chr21	38380027	38661780	-	281754
ENSG00000231480.1	chr21	38502445	38502621	+	177
ENSG00000223806.7	chr21	38739021	38747460	-	8440
ENSG00000157557.11	chr21	38805307	38824955	+	19649
ENSG00000229986.1	chr21	38846247	38848644	+	2398
ENSG00000205622.9	chr21	38863676	38956467	-	92792
ENSG00000229925.1	chr21	38888772	38903905	+	15134
ENSG00000272015.1	chr21	38894785	38894867	+	83
ENSG00000227721.1	chr21	38894917	38895252	+	336
ENSG00000232837.1	chr21	38974429	38977774	-	3346
ENSG00000235888.1	chr21	38988707	39006153	-	17447
ENSG00000237721.1	chr21	39006648	39011329	-	4682
ENSG00000237609.1	chr21	39028536	39029128	-	593
ENSG00000228861.5	chr21	39127568	39128040	+	473
ENSG00000235701.1	chr21	39171130	39172106	-	977
ENSG00000276873.1	chr21	39171462	39171560	-	99
ENSG00000183527.11	chr21	39174769	39183851	-	9083
ENSG00000185658.13	chr21	39184176	39321559	-	137384
ENSG00000272991.1	chr21	39184469	39184899	+	431
ENSG00000232608.1	chr21	39216624	39217506	+	883
ENSG00000237373.1	chr21	39217093	39219805	-	2713
ENSG00000229623.1	chr21	39235386	39236020	-	635
ENSG00000255568.3	chr21	39313935	39314962	+	1028
ENSG00000238141.2	chr21	39315707	39323218	+	7512
ENSG00000205581.10	chr21	39342315	39349647	-	7333
ENSG00000252915.1	chr21	39344537	39344628	+	92
ENSG00000227406.1	chr21	39373763	39377066	-	3304
ENSG00000182093.14	chr21	39380244	39428528	+	48285
ENSG00000157578.13	chr21	39405844	39445805	-	39962
ENSG00000185437.13	chr21	39445855	39515506	+	69652
ENSG00000275523.1	chr21	39447010	39447069	+	60
ENSG00000235808.1	chr21	39488327	39488760	+	434
ENSG00000228349.1	chr21	39491544	39491898	-	355
ENSG00000235012.1	chr21	39525583	39529855	+	4273
ENSG00000183778.17	chr21	39556442	39673137	+	116696
ENSG00000184809.12	chr21	39597147	39612821	-	15675
ENSG00000225330.1	chr21	39630271	39726085	+	95815
ENSG00000231713.2	chr21	39727755	39730680	+	2926
ENSG00000183067.5	chr21	39745407	39802096	+	56690
ENSG00000183036.10	chr21	39867317	39929397	+	62081
ENSG00000171587.14	chr21	40010999	40847139	-	836141
ENSG00000263973.1	chr21	40212352	40212431	-	80
ENSG00000235123.5	chr21	40383083	40385358	+	2276
ENSG00000207147.1	chr21	40513144	40513279	+	136
ENSG00000233756.5	chr21	40615378	40630767	-	15390
ENSG00000230859.1	chr21	40863994	40864473	+	480
ENSG00000226496.2	chr21	41141493	41148133	-	6641
ENSG00000263681.1	chr21	41167557	41167629	+	73
ENSG00000182240.15	chr21	41167801	41282518	+	114718
ENSG00000280109.3	chr21	41175231	41186788	-	11558
ENSG00000224388.1	chr21	41180097	41180626	+	530
ENSG00000183844.16	chr21	41304212	41357431	+	53220
ENSG00000183486.12	chr21	41361943	41409390	+	47448
ENSG00000157601.13	chr21	41420304	41459214	+	38911
ENSG00000228318.3	chr21	41441056	41445708	-	4653
ENSG00000184012.11	chr21	41464551	41531116	-	66566
ENSG00000207503.1	chr21	41539206	41539326	+	121
ENSG00000232806.1	chr21	41559125	41562958	-	3834
ENSG00000223400.1	chr21	41576135	41581319	-	5185
ENSG00000227702.1	chr21	41679181	41697336	+	18156
ENSG00000236384.7	chr21	41711520	41715775	-	4256
ENSG00000232401.1	chr21	41716436	41717580	+	1145
ENSG00000183421.11	chr21	41739369	41767106	-	27738
ENSG00000236883.1	chr21	41739373	41741308	+	1936
ENSG00000275166.1	chr21	41746772	41746841	-	70
ENSG00000141956.13	chr21	41798225	41879482	-	81258
ENSG00000236545.1	chr21	41870633	41872054	+	1422
ENSG00000227698.1	chr21	41874756	41877613	-	2858
ENSG00000251778.1	chr21	41882205	41882300	+	96
ENSG00000157617.16	chr21	41885112	41953890	-	68779
ENSG00000173276.13	chr21	41986831	42010387	-	23557
ENSG00000237232.7	chr21	42009194	42024924	+	15731
ENSG00000177398.18	chr21	42062959	42143453	+	80495
ENSG00000184385.2	chr21	42102134	42108534	-	6401
ENSG00000160179.18	chr21	42199689	42297244	+	97556
ENSG00000223262.1	chr21	42221173	42221286	+	114
ENSG00000160180.15	chr21	42311667	42315651	-	3985
ENSG00000160181.8	chr21	42346357	42351128	-	4772
ENSG00000160182.2	chr21	42362282	42366594	-	4313
ENSG00000160183.14	chr21	42371837	42396846	-	25010
ENSG00000160185.14	chr21	42403447	42447681	+	44235
ENSG00000252619.1	chr21	42417497	42417593	-	97
ENSG00000160188.9	chr21	42472486	42496354	-	23869
ENSG00000160190.13	chr21	42496008	42581440	+	85433
ENSG00000239930.2	chr21	42496539	42497443	+	905
ENSG00000231867.1	chr21	42508624	42509661	+	1038
ENSG00000235772.1	chr21	42560374	42561934	-	1561
ENSG00000225431.1	chr21	42599280	42615058	-	15779
ENSG00000235023.1	chr21	42648271	42651244	-	2974
ENSG00000160191.17	chr21	42653636	42775509	+	121874
ENSG00000225731.1	chr21	42733594	42741758	-	8165
ENSG00000283051.1	chr21	42777819	42779994	-	2176
ENSG00000233754.2	chr21	42781074	42782229	-	1156
ENSG00000225218.1	chr21	42831040	42836477	-	5438
ENSG00000160193.11	chr21	42843094	42879568	-	36475
ENSG00000160194.17	chr21	42879644	42913304	+	33661
ENSG00000233056.2	chr21	42916803	42925646	-	8844
ENSG00000264580.1	chr21	42950928	42951014	-	87
ENSG00000224100.1	chr21	42964639	42965363	-	725
ENSG00000160199.14	chr21	42974510	43033931	+	59422
ENSG00000160200.17	chr21	43053191	43076943	-	23753
ENSG00000160201.11	chr21	43092956	43107587	-	14632
ENSG00000232777.1	chr21	43115334	43115709	-	376
ENSG00000236663.1	chr21	43140523	43141092	-	570
ENSG00000228120.2	chr21	43159066	43162277	-	3212
ENSG00000160202.7	chr21	43169008	43172805	+	3798
ENSG00000237864.1	chr21	43322417	43332039	-	9623
ENSG00000237989.1	chr21	43358147	43362349	-	4203
ENSG00000225637.1	chr21	43363332	43366566	+	3235
ENSG00000142178.8	chr21	43414483	43427189	-	12707
ENSG00000188660.3	chr21	43446601	43453893	+	7293
ENSG00000185186.8	chr21	43462094	43479534	-	17441
ENSG00000223975.1	chr21	43465309	43467298	+	1990
ENSG00000160207.8	chr21	43529192	43659493	-	130302
ENSG00000214326.2	chr21	43551229	43551600	+	372
ENSG00000234289.5	chr21	43565189	43565648	+	460
ENSG00000278433.1	chr21	43609887	43609989	-	103
ENSG00000160208.12	chr21	43659548	43696079	+	36532
ENSG00000160209.18	chr21	43719094	43762307	+	43214
ENSG00000281420.1	chr21	43748365	43748468	-	104
ENSG00000160213.6	chr21	43772511	43776445	-	3935
ENSG00000234030.1	chr21	43783123	43783573	+	451
ENSG00000160214.12	chr21	43789513	43805293	+	15781
ENSG00000215458.8	chr21	43805758	43812567	-	6810
ENSG00000226543.3	chr21	43855890	43856342	-	453
ENSG00000160216.18	chr21	43865186	43986536	+	121351
ENSG00000199598.1	chr21	43919795	43919901	-	107
ENSG00000252606.1	chr21	43996322	43996420	-	99
ENSG00000160218.12	chr21	44012319	44106552	+	94234
ENSG00000213440.2	chr21	44046347	44047041	-	695
ENSG00000241945.7	chr21	44107290	44131181	+	23892
ENSG00000160221.17	chr21	44133605	44210114	+	76510
ENSG00000225331.1	chr21	44158740	44160076	-	1337
ENSG00000285413.1	chr21	44172169	44194338	-	22170
ENSG00000237604.1	chr21	44175489	44176453	+	965
ENSG00000232124.2	chr21	44200616	44207399	-	6784
ENSG00000160223.17	chr21	44217014	44240966	-	23953
ENSG00000278158.1	chr21	44241847	44242081	+	235
ENSG00000275799.1	chr21	44244545	44244993	+	449
ENSG00000142182.8	chr21	44246339	44262216	-	15878
ENSG00000232010.1	chr21	44250813	44251520	+	708
ENSG00000160224.16	chr21	44285838	44298648	+	12811
ENSG00000141959.16	chr21	44300051	44327376	+	27326
ENSG00000241728.5	chr21	44328944	44330221	-	1278
ENSG00000160226.15	chr21	44328944	44339402	-	10459
ENSG00000184441.4	chr21	44331234	44335851	+	4618
ENSG00000232969.1	chr21	44339376	44340470	+	1095
ENSG00000260256.1	chr21	44347767	44348295	-	529
ENSG00000142185.16	chr21	44350163	44443081	+	92919
ENSG00000230061.2	chr21	44414588	44425272	-	10685
ENSG00000266692.1	chr21	44437121	44437175	+	55
ENSG00000264452.1	chr21	44439035	44439110	+	76
ENSG00000229356.1	chr21	44450986	44455284	-	4299
ENSG00000160233.7	chr21	44455486	44462196	+	6711
ENSG00000224747.1	chr21	44469929	44472516	-	2588
ENSG00000223431.1	chr21	44472895	44473739	+	845
ENSG00000227999.1	chr21	44473723	44475097	-	1375
ENSG00000274225.1	chr21	44477850	44478493	+	644
ENSG00000228709.1	chr21	44485577	44490288	+	4712
ENSG00000277352.1	chr21	44494874	44495519	+	646
ENSG00000175894.15	chr21	44497892	44711580	-	213689
ENSG00000235890.2	chr21	44506807	44516575	+	9769
ENSG00000182912.6	chr21	44517216	44525952	+	8737
ENSG00000215455.4	chr21	44538981	44540195	-	1215
ENSG00000205445.3	chr21	44550357	44551505	-	1149
ENSG00000212935.1	chr21	44557790	44558760	-	971
ENSG00000215454.6	chr21	44573724	44638284	+	64561
ENSG00000241123.1	chr21	44579455	44580604	-	1150
ENSG00000188155.11	chr21	44591268	44592505	-	1238
ENSG00000272804.3	chr21	44600597	44602174	+	1578
ENSG00000187766.1	chr21	44612079	44612954	+	876
ENSG00000221837.5	chr21	44627123	44628293	+	1171
ENSG00000221859.2	chr21	44637356	44638455	+	1100
ENSG00000243489.4	chr21	44646414	44647650	+	1237
ENSG00000212933.1	chr21	44654213	44654659	-	447
ENSG00000205439.10	chr21	44657932	44658341	+	410
ENSG00000221864.4	chr21	44666189	44666927	-	739
ENSG00000229880.1	chr21	44675868	44678086	-	2219
ENSG00000187175.5	chr21	44681576	44682163	-	588
ENSG00000276647.1	chr21	44686358	44686629	+	272
ENSG00000189169.7	chr21	44697172	44698044	+	873
ENSG00000236382.1	chr21	44702221	44702791	+	571
ENSG00000184787.18	chr21	44768580	44802019	-	33440
ENSG00000236519.1	chr21	44802577	44804717	+	2141
ENSG00000184900.15	chr21	44805617	44818779	-	13163
ENSG00000183255.11	chr21	44849585	44873903	-	24319
ENSG00000160255.17	chr21	44885953	44931989	-	46037
ENSG00000227039.6	chr21	44921051	44929678	+	8628
ENSG00000273027.1	chr21	44929653	44930112	-	460
ENSG00000183250.11	chr21	44932814	44939913	-	7100
ENSG00000272825.1	chr21	44936303	44936954	+	652
ENSG00000160256.12	chr21	44940010	44976989	+	36980
ENSG00000276529.1	chr21	44978832	44979274	+	443
ENSG00000234880.1	chr21	44989864	44994086	-	4223
ENSG00000261706.1	chr21	44994362	44995185	-	824
ENSG00000275874.1	chr21	44999208	45004727	-	5520
ENSG00000235374.2	chr21	45070952	45074165	-	3214
ENSG00000197381.15	chr21	45073853	45226560	+	152708
ENSG00000267857.2	chr21	45100487	45101094	-	608
ENSG00000182586.8	chr21	45234340	45264548	+	30209
ENSG00000186866.16	chr21	45263928	45287898	-	23971
ENSG00000223768.2	chr21	45288050	45297806	+	9757
ENSG00000184274.3	chr21	45300245	45305257	-	5013
ENSG00000229382.1	chr21	45336707	45338665	+	1959
ENSG00000237664.1	chr21	45338590	45341990	-	3401
ENSG00000228930.1	chr21	45376191	45376382	-	192
ENSG00000228355.1	chr21	45378201	45379635	-	1435
ENSG00000273796.1	chr21	45403809	45404369	-	561
ENSG00000182871.14	chr21	45405137	45513720	+	108584
ENSG00000224574.1	chr21	45407386	45410065	-	2680
ENSG00000183535.9	chr21	45419716	45425070	-	5355
ENSG00000275167.1	chr21	45478266	45478326	+	61
ENSG00000173638.18	chr21	45493572	45544411	-	50840
ENSG00000233922.2	chr21	45593654	45603056	+	9403
ENSG00000183570.16	chr21	45643694	45942454	+	298761
ENSG00000275139.1	chr21	45759804	45763758	-	3955
ENSG00000205424.1	chr21	45827961	45836419	-	8459
ENSG00000276633.1	chr21	45870854	45873345	+	2492
ENSG00000280604.1	chr21	45914296	45919483	+	5188
ENSG00000274248.1	chr21	45974489	45974953	+	465
ENSG00000142156.14	chr21	45981737	46005050	+	23314
ENSG00000224413.1	chr21	46037052	46039807	+	2756
ENSG00000228235.1	chr21	46052596	46053105	+	510
ENSG00000226115.1	chr21	46056516	46057567	+	1052
ENSG00000233767.1	chr21	46072085	46072248	-	164
ENSG00000227438.1	chr21	46093264	46097530	-	4267
ENSG00000142173.14	chr21	46098097	46132849	+	34753
ENSG00000160282.13	chr21	46136262	46155567	-	19306
ENSG00000237338.1	chr21	46151614	46152647	+	1034
ENSG00000160284.14	chr21	46161148	46184476	-	23329
ENSG00000228404.1	chr21	46185079	46188941	+	3863
ENSG00000160285.14	chr21	46188141	46228824	-	40684
ENSG00000223901.2	chr21	46220269	46225364	+	5096
ENSG00000215424.9	chr21	46229217	46259390	+	30174
ENSG00000160294.10	chr21	46235126	46286297	-	51172
ENSG00000228137.1	chr21	46246890	46247682	+	793
ENSG00000239415.1	chr21	46251549	46254133	-	2585
ENSG00000182362.13	chr21	46286337	46297751	+	11415
ENSG00000160298.17	chr21	46300181	46323875	-	23695
ENSG00000160299.16	chr21	46324122	46445769	+	121648
ENSG00000225043.1	chr21	46420553	46421034	-	482
ENSG00000160305.17	chr21	46458899	46569852	+	110954
ENSG00000223692.1	chr21	46462471	46469306	+	6836
ENSG00000202239.1	chr21	46525618	46525722	+	105
ENSG00000160307.9	chr21	46598962	46605208	-	6247
ENSG00000160310.17	chr21	46635167	46665124	+	29958
ENSG00000230982.1	chr21	46653558	46654022	-	465
ENSG00000212932.3	chr21	46690764	46691226	+	463
ENSG00000277248.1	chr22	10736171	10736283	-	113
ENSG00000283047.1	chr22	10939388	10961338	-	21951
ENSG00000279973.2	chr22	11066418	11068174	+	1757
ENSG00000226444.2	chr22	11124337	11125705	+	1369
ENSG00000276871.1	chr22	11249809	11249959	-	151
ENSG00000283023.1	chr22	12602466	12626642	+	24177
ENSG00000276138.1	chr22	15273855	15273961	+	107
ENSG00000280341.1	chr22	15282557	15288670	-	6114
ENSG00000236235.1	chr22	15290718	15297196	+	6479
ENSG00000279442.1	chr22	15298378	15304556	-	6179
ENSG00000184624.4	chr22	15326037	15343065	-	17029
ENSG00000236097.1	chr22	15349467	15350043	+	577
ENSG00000236831.1	chr22	15489990	15492564	+	2575
ENSG00000130538.5	chr22	15528159	15529139	+	981
ENSG00000237299.1	chr22	15541436	15578006	+	36571
ENSG00000235759.1	chr22	15550904	15553838	-	2935
ENSG00000233408.1	chr22	15557577	15560694	-	3118
ENSG00000215268.3	chr22	15562017	15564276	-	2260
ENSG00000213727.3	chr22	15572089	15573265	-	1177
ENSG00000230643.1	chr22	15588361	15588478	+	118
ENSG00000230471.1	chr22	15600908	15604882	-	3975
ENSG00000231565.1	chr22	15611759	15613096	-	1338
ENSG00000226474.1	chr22	15615402	15615578	-	177
ENSG00000224435.2	chr22	15622601	15632051	-	9451
ENSG00000234381.1	chr22	15635180	15644330	-	9151
ENSG00000198062.14	chr22	15690026	15721631	+	31606
ENSG00000236666.1	chr22	15699361	15703403	-	4043
ENSG00000212216.1	chr22	15701459	15701565	+	107
ENSG00000241838.3	chr22	15721486	15722608	+	1123
ENSG00000225255.6	chr22	15746630	15778297	+	31668
ENSG00000235992.1	chr22	15749156	15750825	-	1670
ENSG00000206195.10	chr22	15784959	15829984	+	45026
ENSG00000271127.1	chr22	15796959	15798346	+	1388
ENSG00000232775.6	chr22	15805263	15820884	-	15622
ENSG00000272872.1	chr22	15823197	15823890	+	694
ENSG00000271672.1	chr22	15826566	15827187	+	622
ENSG00000223875.2	chr22	15852990	15893942	+	40953
ENSG00000215270.3	chr22	15854195	15855243	-	1049
ENSG00000229286.1	chr22	15901791	15901911	+	121
ENSG00000233866.1	chr22	15914721	15915800	-	1080
ENSG00000278188.1	chr22	16141767	16141872	+	106
ENSG00000225293.1	chr22	16387694	16390887	+	3194
ENSG00000226160.1	chr22	16405330	16405417	+	88
ENSG00000229658.1	chr22	16423943	16426031	+	2089
ENSG00000227367.1	chr22	16428947	16476870	-	47924
ENSG00000280263.1	chr22	16486985	16488322	+	1338
ENSG00000235969.1	chr22	16503304	16509475	+	6172
ENSG00000273362.1	chr22	16521059	16527237	+	6179
ENSG00000233995.1	chr22	16572027	16574637	+	2611
ENSG00000239435.2	chr22	16575363	16582707	-	7345
